# Simulation 6 (Up to date)
# 13481 data points written for 4 variables.
# Simulation warnings:
#   Listeners modified the flight simulation
#   Body calculations may not be entirely accurate at supersonic speeds.
#   Recovery device deployment at high speed (110 ft/s)
#   Forward end of airframe is open (radius is > 0):  "Transition"
#
# Time (s),Longitudinal moment of inertia (kg·m²),Corrective moment coefficient (),Damping moment coefficient (​)
297.211,0.049,1.844e5,0.134
297.261,0.049,1.843e5,0.134
297.311,0.049,1.843e5,0.135
297.361,0.049,1.842e5,0.135
297.411,0.049,1.842e5,0.135
297.461,0.049,1.842e5,0.135
297.511,0.049,1.841e5,0.135
297.561,0.049,1.841e5,0.136
297.611,0.049,1.84e5,0.135
297.661,0.049,1.84e5,0.136
297.711,0.049,1.84e5,0.135
297.761,0.049,1.839e5,0.135
297.811,0.049,1.839e5,0.135
297.861,0.049,1.838e5,0.135
297.911,0.049,1.838e5,0.135
297.961,0.049,1.838e5,0.135
298.011,0.049,1.837e5,0.135
298.061,0.049,1.837e5,0.134
298.111,0.049,1.836e5,0.134
298.161,0.049,1.836e5,0.134
298.211,0.049,1.836e5,0.134
298.261,0.049,1.835e5,0.134
298.311,0.049,1.835e5,0.134
298.361,0.049,1.834e5,0.135
298.411,0.049,1.834e5,0.135
298.461,0.049,1.834e5,0.135
298.511,0.049,1.833e5,0.135
298.561,0.049,1.833e5,0.135
298.611,0.049,1.832e5,0.135
298.661,0.049,1.832e5,0.135
298.711,0.049,1.832e5,0.135
298.761,0.049,1.831e5,0.135
298.811,0.049,1.831e5,0.135
298.861,0.049,1.83e5,0.135
298.911,0.049,1.83e5,0.135
298.961,0.049,1.83e5,0.135
299.011,0.049,1.829e5,0.135
299.061,0.049,1.829e5,0.135
299.111,0.049,1.828e5,0.135
299.161,0.049,1.828e5,0.134
299.211,0.049,1.828e5,0.134
299.261,0.049,1.827e5,0.134
299.311,0.049,1.827e5,0.134
299.361,0.049,1.826e5,0.135
299.411,0.049,1.826e5,0.135
299.461,0.049,1.826e5,0.135
299.511,0.049,1.825e5,0.135
299.561,0.049,1.825e5,0.134
299.611,0.049,1.824e5,0.135
299.661,0.049,1.824e5,0.134
299.711,0.049,1.824e5,0.135
299.761,0.049,1.823e5,0.135
299.811,0.049,1.823e5,0.135
299.861,0.049,1.822e5,0.135
299.911,0.049,1.822e5,0.135
299.961,0.049,1.822e5,0.135
300.011,0.049,1.821e5,0.135
300.061,0.049,1.821e5,0.135
300.111,0.049,1.82e5,0.135
300.161,0.049,1.82e5,0.135
300.211,0.049,1.82e5,0.135
300.261,0.049,1.819e5,0.135
300.311,0.049,1.819e5,0.135
300.361,0.049,1.818e5,0.135
300.411,0.049,1.818e5,0.135
300.461,0.049,1.818e5,0.135
300.511,0.049,1.817e5,0.135
300.561,0.049,1.817e5,0.135
300.611,0.049,1.816e5,0.135
300.661,0.049,1.816e5,0.135
300.711,0.049,1.816e5,0.134
300.761,0.049,1.815e5,0.134
300.811,0.049,1.815e5,0.134
300.861,0.049,1.814e5,0.135
300.911,0.049,1.814e5,0.134
300.961,0.049,1.814e5,0.135
301.011,0.049,1.813e5,0.134
301.061,0.049,1.813e5,0.134
301.111,0.049,1.812e5,0.135
301.161,0.049,1.812e5,0.135
301.211,0.049,1.812e5,0.135
301.261,0.049,1.811e5,0.135
301.311,0.049,1.811e5,0.135
301.361,0.049,1.81e5,0.135
301.411,0.049,1.81e5,0.135
301.461,0.049,1.81e5,0.135
301.511,0.049,1.809e5,0.135
301.561,0.049,1.809e5,0.135
301.611,0.049,1.808e5,0.135
301.661,0.049,1.808e5,0.135
301.711,0.049,1.808e5,0.135
301.761,0.049,1.807e5,0.135
301.811,0.049,1.807e5,0.135
301.861,0.049,1.807e5,0.135
301.911,0.049,1.806e5,0.135
301.961,0.049,1.806e5,0.135
302.011,0.049,1.805e5,0.135
302.061,0.049,1.805e5,0.135
302.111,0.049,1.805e5,0.135
302.161,0.049,1.804e5,0.135
302.211,0.049,1.804e5,0.135
302.261,0.049,1.803e5,0.135
302.311,0.049,1.803e5,0.135
302.361,0.049,1.803e5,0.135
302.411,0.049,1.802e5,0.135
302.461,0.049,1.802e5,0.135
302.511,0.049,1.801e5,0.135
302.561,0.049,1.801e5,0.135
302.611,0.049,1.801e5,0.135
302.661,0.049,1.8e5,0.135
302.711,0.049,1.8e5,0.135
302.761,0.049,1.799e5,0.135
302.811,0.049,1.799e5,0.135
302.861,0.049,1.799e5,0.135
302.911,0.049,1.798e5,0.135
302.961,0.049,1.798e5,0.135
303.011,0.049,1.797e5,0.135
303.061,0.049,1.797e5,0.135
303.111,0.049,1.797e5,0.135
303.161,0.049,1.796e5,0.136
303.211,0.049,1.796e5,0.136
303.261,0.049,1.795e5,0.136
303.311,0.049,1.795e5,0.136
303.361,0.049,1.795e5,0.136
303.411,0.049,1.794e5,0.136
303.461,0.049,1.794e5,0.136
303.511,0.049,1.793e5,0.136
303.561,0.049,1.793e5,0.136
303.611,0.049,1.793e5,0.136
303.661,0.049,1.792e5,0.136
303.711,0.049,1.792e5,0.136
303.761,0.049,1.792e5,0.136
303.811,0.049,1.791e5,0.136
303.861,0.049,1.791e5,0.136
303.911,0.049,1.79e5,0.136
303.961,0.049,1.79e5,0.135
304.011,0.049,1.79e5,0.136
304.061,0.049,1.789e5,0.136
304.111,0.049,1.789e5,0.136
304.161,0.049,1.788e5,0.136
304.211,0.049,1.788e5,0.137
304.261,0.049,1.788e5,0.137
304.311,0.049,1.787e5,0.137
304.361,0.049,1.787e5,0.137
304.411,0.049,1.786e5,0.137
304.461,0.049,1.786e5,0.137
304.511,0.049,1.786e5,0.137
304.561,0.049,1.785e5,0.137
304.611,0.049,1.785e5,0.136
304.661,0.049,1.784e5,0.136
304.711,0.049,1.784e5,0.136
304.761,0.049,1.784e5,0.136
304.811,0.049,1.783e5,0.136
304.861,0.049,1.783e5,0.136
304.911,0.049,1.782e5,0.136
304.961,0.049,1.782e5,0.136
305.011,0.049,1.782e5,0.136
305.061,0.049,1.781e5,0.136
305.111,0.049,1.781e5,0.136
305.161,0.049,1.781e5,0.136
305.211,0.049,1.78e5,0.137
305.261,0.049,1.78e5,0.137
305.311,0.049,1.779e5,0.137
305.361,0.049,1.779e5,0.137
305.411,0.049,1.779e5,0.137
305.461,0.049,1.778e5,0.137
305.511,0.049,1.778e5,0.137
305.561,0.049,1.777e5,0.137
305.611,0.049,1.777e5,0.136
305.661,0.049,1.777e5,0.136
305.711,0.049,1.776e5,0.136
305.761,0.049,1.776e5,0.136
305.811,0.049,1.775e5,0.135
305.861,0.049,1.775e5,0.135
305.911,0.049,1.775e5,0.135
305.961,0.049,1.774e5,0.135
306.011,0.049,1.774e5,0.135
306.061,0.049,1.774e5,0.135
306.111,0.049,1.773e5,0.136
306.161,0.049,1.773e5,0.135
306.211,0.049,1.772e5,0.135
306.261,0.049,1.772e5,0.135
306.311,0.049,1.772e5,0.135
306.361,0.049,1.771e5,0.135
306.411,0.049,1.771e5,0.136
306.461,0.049,1.77e5,0.136
306.511,0.049,1.77e5,0.136
306.561,0.049,1.77e5,0.136
306.611,0.049,1.769e5,0.135
306.661,0.049,1.769e5,0.135
306.711,0.049,1.768e5,0.135
306.761,0.049,1.768e5,0.135
306.811,0.049,1.768e5,0.136
306.861,0.049,1.767e5,0.136
306.911,0.049,1.767e5,0.136
306.961,0.049,1.766e5,0.136
307.011,0.049,1.766e5,0.136
307.061,0.049,1.766e5,0.136
307.111,0.049,1.765e5,0.136
307.161,0.049,1.765e5,0.136
307.211,0.049,1.765e5,0.136
307.261,0.049,1.764e5,0.136
307.311,0.049,1.764e5,0.136
307.361,0.049,1.763e5,0.136
307.411,0.049,1.763e5,0.136
307.461,0.049,1.763e5,0.136
307.511,0.049,1.762e5,0.135
307.561,0.049,1.762e5,0.135
307.611,0.049,1.761e5,0.135
307.661,0.049,1.761e5,0.135
307.711,0.049,1.761e5,0.135
307.761,0.049,1.76e5,0.136
307.811,0.049,1.76e5,0.136
307.861,0.049,1.759e5,0.136
307.911,0.049,1.759e5,0.136
307.961,0.049,1.759e5,0.136
308.011,0.049,1.758e5,0.137
308.061,0.049,1.758e5,0.137
308.111,0.049,1.758e5,0.137
308.161,0.049,1.757e5,0.137
308.211,0.049,1.757e5,0.137
308.261,0.049,1.756e5,0.137
308.311,0.049,1.756e5,0.137
308.361,0.049,1.756e5,0.137
308.411,0.049,1.755e5,0.137
308.461,0.049,1.755e5,0.137
308.511,0.049,1.754e5,0.136
308.561,0.049,1.754e5,0.137
308.611,0.049,1.754e5,0.136
308.661,0.049,1.753e5,0.136
308.711,0.049,1.753e5,0.136
308.761,0.049,1.752e5,0.136
308.811,0.049,1.752e5,0.136
308.861,0.049,1.752e5,0.136
308.911,0.049,1.751e5,0.136
308.961,0.049,1.751e5,0.136
309.011,0.049,1.751e5,0.136
309.061,0.049,1.75e5,0.136
309.111,0.049,1.75e5,0.136
309.161,0.049,1.749e5,0.137
309.211,0.049,1.749e5,0.137
309.261,0.049,1.749e5,0.137
309.311,0.049,1.748e5,0.137
309.361,0.049,1.748e5,0.137
309.411,0.049,1.747e5,0.137
309.461,0.049,1.747e5,0.137
309.511,0.049,1.747e5,0.137
309.561,0.049,1.746e5,0.137
309.611,0.049,1.746e5,0.137
309.661,0.049,1.745e5,0.137
309.711,0.049,1.745e5,0.137
309.761,0.049,1.745e5,0.138
309.811,0.049,1.744e5,0.138
309.861,0.049,1.744e5,0.138
309.911,0.049,1.744e5,0.138
309.961,0.049,1.743e5,0.138
310.011,0.049,1.743e5,0.138
310.061,0.049,1.742e5,0.138
310.111,0.049,1.742e5,0.138
310.161,0.049,1.742e5,0.138
310.211,0.049,1.741e5,0.138
310.261,0.049,1.741e5,0.138
310.311,0.049,1.74e5,0.138
310.361,0.049,1.74e5,0.138
310.411,0.049,1.74e5,0.138
310.461,0.049,1.739e5,0.138
310.511,0.049,1.739e5,0.138
310.561,0.049,1.739e5,0.138
310.611,0.049,1.738e5,0.138
310.661,0.049,1.738e5,0.138
310.711,0.049,1.737e5,0.138
310.761,0.049,1.737e5,0.138
310.811,0.049,1.737e5,0.138
310.861,0.049,1.736e5,0.138
310.911,0.049,1.736e5,0.138
310.961,0.049,1.735e5,0.138
311.011,0.049,1.735e5,0.138
311.061,0.049,1.735e5,0.138
311.111,0.049,1.734e5,0.138
311.161,0.049,1.734e5,0.138
311.211,0.049,1.734e5,0.138
311.261,0.049,1.733e5,0.138
311.311,0.049,1.733e5,0.138
311.361,0.049,1.732e5,0.138
311.411,0.049,1.732e5,0.137
311.461,0.049,1.732e5,0.137
311.511,0.049,1.731e5,0.137
311.561,0.049,1.731e5,0.137
311.611,0.049,1.73e5,0.137
311.661,0.049,1.73e5,0.137
311.711,0.049,1.73e5,0.137
311.761,0.049,1.729e5,0.137
311.811,0.049,1.729e5,0.137
311.861,0.049,1.729e5,0.138
311.911,0.049,1.728e5,0.137
311.961,0.049,1.728e5,0.138
312.011,0.049,1.727e5,0.138
312.061,0.049,1.727e5,0.137
312.111,0.049,1.727e5,0.138
312.161,0.049,1.726e5,0.138
312.211,0.049,1.726e5,0.138
312.261,0.049,1.726e5,0.137
312.311,0.049,1.725e5,0.138
312.361,0.049,1.725e5,0.138
312.411,0.049,1.724e5,0.138
312.461,0.049,1.724e5,0.138
312.511,0.049,1.724e5,0.138
312.561,0.049,1.723e5,0.138
312.611,0.049,1.723e5,0.138
312.661,0.049,1.723e5,0.138
312.711,0.049,1.722e5,0.138
312.761,0.049,1.722e5,0.138
312.811,0.049,1.721e5,0.138
312.861,0.049,1.721e5,0.137
312.911,0.049,1.721e5,0.137
312.961,0.049,1.72e5,0.137
313.011,0.049,1.72e5,0.137
313.061,0.049,1.719e5,0.137
313.111,0.049,1.719e5,0.138
313.161,0.049,1.719e5,0.138
313.211,0.049,1.718e5,0.138
313.261,0.049,1.718e5,0.138
313.311,0.049,1.718e5,0.137
313.361,0.049,1.717e5,0.137
313.411,0.049,1.717e5,0.138
313.461,0.049,1.716e5,0.138
313.511,0.049,1.716e5,0.138
313.561,0.049,1.716e5,0.138
313.611,0.049,1.715e5,0.138
313.661,0.049,1.715e5,0.138
313.711,0.049,1.715e5,0.138
313.761,0.049,1.714e5,0.138
313.811,0.049,1.714e5,0.138
313.861,0.049,1.713e5,0.138
313.911,0.049,1.713e5,0.138
313.961,0.049,1.713e5,0.138
314.011,0.049,1.712e5,0.137
314.061,0.049,1.712e5,0.137
314.111,0.049,1.712e5,0.137
314.161,0.049,1.711e5,0.137
314.211,0.049,1.711e5,0.137
314.261,0.049,1.71e5,0.137
314.311,0.049,1.71e5,0.137
314.361,0.049,1.71e5,0.137
314.411,0.049,1.709e5,0.137
314.461,0.049,1.709e5,0.137
314.511,0.049,1.709e5,0.138
314.561,0.049,1.708e5,0.138
314.611,0.049,1.708e5,0.138
314.661,0.049,1.707e5,0.138
314.711,0.049,1.707e5,0.138
314.761,0.049,1.707e5,0.138
314.811,0.049,1.706e5,0.138
314.861,0.049,1.706e5,0.138
314.911,0.049,1.706e5,0.138
314.961,0.049,1.705e5,0.138
315.011,0.049,1.705e5,0.138
315.061,0.049,1.704e5,0.138
315.111,0.049,1.704e5,0.137
315.161,0.049,1.704e5,0.137
315.211,0.049,1.703e5,0.137
315.261,0.049,1.703e5,0.137
315.311,0.049,1.703e5,0.137
315.361,0.049,1.702e5,0.137
315.411,0.049,1.702e5,0.137
315.461,0.049,1.702e5,0.138
315.511,0.049,1.701e5,0.138
315.561,0.049,1.701e5,0.138
315.611,0.049,1.7e5,0.138
315.661,0.049,1.7e5,0.138
315.711,0.049,1.7e5,0.138
315.761,0.049,1.699e5,0.138
315.811,0.049,1.699e5,0.138
315.861,0.049,1.699e5,0.138
315.911,0.049,1.698e5,0.138
315.961,0.049,1.698e5,0.138
316.011,0.049,1.698e5,0.138
316.061,0.049,1.697e5,0.138
316.111,0.049,1.697e5,0.137
316.161,0.049,1.697e5,0.137
316.211,0.049,1.696e5,0.137
316.261,0.049,1.696e5,0.137
316.311,0.049,1.696e5,0.138
316.361,0.049,1.695e5,0.138
316.411,0.049,1.695e5,0.138
316.461,0.049,1.694e5,0.138
316.511,0.049,1.694e5,0.138
316.561,0.049,1.694e5,0.138
316.611,0.049,1.693e5,0.138
316.661,0.049,1.693e5,0.139
316.711,0.049,1.693e5,0.139
316.761,0.049,1.692e5,0.139
316.811,0.049,1.692e5,0.139
316.861,0.049,1.692e5,0.139
316.911,0.049,1.691e5,0.139
316.961,0.049,1.691e5,0.139
317.011,0.049,1.691e5,0.139
317.061,0.049,1.69e5,0.139
317.111,0.049,1.69e5,0.139
317.161,0.049,1.69e5,0.139
317.211,0.049,1.689e5,0.139
317.261,0.049,1.689e5,0.139
317.311,0.049,1.688e5,0.139
317.361,0.049,1.688e5,0.139
317.411,0.049,1.688e5,0.139
317.461,0.049,1.687e5,0.139
317.511,0.049,1.687e5,0.139
317.561,0.049,1.687e5,0.139
317.611,0.049,1.686e5,0.139
317.661,0.049,1.686e5,0.139
317.711,0.049,1.686e5,0.139
317.761,0.049,1.685e5,0.139
317.811,0.049,1.685e5,0.139
317.861,0.049,1.685e5,0.138
317.911,0.049,1.684e5,0.138
317.961,0.049,1.684e5,0.138
318.011,0.049,1.684e5,0.138
318.061,0.049,1.683e5,0.138
318.111,0.049,1.683e5,0.139
318.161,0.049,1.682e5,0.139
318.211,0.049,1.682e5,0.139
318.261,0.049,1.682e5,0.139
318.311,0.049,1.681e5,0.139
318.361,0.049,1.681e5,0.139
318.411,0.049,1.681e5,0.139
318.461,0.049,1.68e5,0.139
318.511,0.049,1.68e5,0.139
318.561,0.049,1.68e5,0.139
318.611,0.049,1.679e5,0.139
318.661,0.049,1.679e5,0.139
318.711,0.049,1.679e5,0.139
318.761,0.049,1.678e5,0.139
318.811,0.049,1.678e5,0.138
318.861,0.049,1.678e5,0.138
318.911,0.049,1.677e5,0.138
318.961,0.049,1.677e5,0.138
319.011,0.049,1.677e5,0.138
319.061,0.049,1.676e5,0.138
319.111,0.049,1.676e5,0.138
319.161,0.049,1.675e5,0.138
319.211,0.049,1.675e5,0.138
319.261,0.049,1.675e5,0.138
319.311,0.049,1.674e5,0.138
319.361,0.049,1.674e5,0.138
319.411,0.049,1.674e5,0.139
319.461,0.049,1.673e5,0.139
319.511,0.049,1.673e5,0.138
319.561,0.049,1.673e5,0.138
319.611,0.049,1.672e5,0.138
319.661,0.049,1.672e5,0.138
319.711,0.049,1.672e5,0.138
319.761,0.049,1.671e5,0.138
319.811,0.049,1.671e5,0.138
319.861,0.049,1.671e5,0.138
319.911,0.049,1.67e5,0.138
319.961,0.049,1.67e5,0.138
320.011,0.049,1.67e5,0.138
320.061,0.049,1.669e5,0.138
320.111,0.049,1.669e5,0.138
320.161,0.049,1.669e5,0.138
320.211,0.049,1.668e5,0.138
320.261,0.049,1.668e5,0.139
320.311,0.049,1.667e5,0.139
320.361,0.049,1.667e5,0.139
320.411,0.049,1.667e5,0.139
320.461,0.049,1.666e5,0.139
320.511,0.049,1.666e5,0.139
320.561,0.049,1.666e5,0.139
320.611,0.049,1.665e5,0.139
320.661,0.049,1.665e5,0.139
320.711,0.049,1.665e5,0.139
320.761,0.049,1.664e5,0.139
320.811,0.049,1.664e5,0.139
320.861,0.049,1.664e5,0.139
320.911,0.049,1.663e5,0.139
320.961,0.049,1.663e5,0.138
321.011,0.049,1.663e5,0.138
321.061,0.049,1.662e5,0.139
321.111,0.049,1.662e5,0.139
321.161,0.049,1.662e5,0.139
321.211,0.049,1.661e5,0.139
321.261,0.049,1.661e5,0.139
321.311,0.049,1.66e5,0.14
321.361,0.049,1.66e5,0.14
321.411,0.049,1.66e5,0.14
321.461,0.049,1.659e5,0.14
321.511,0.049,1.659e5,0.14
321.561,0.049,1.659e5,0.14
321.611,0.049,1.658e5,0.14
321.661,0.049,1.658e5,0.139
321.711,0.049,1.658e5,0.139
321.761,0.049,1.657e5,0.139
321.811,0.049,1.657e5,0.139
321.861,0.049,1.657e5,0.139
321.911,0.049,1.656e5,0.139
321.961,0.049,1.656e5,0.139
322.011,0.049,1.656e5,0.139
322.061,0.049,1.655e5,0.139
322.111,0.049,1.655e5,0.139
322.161,0.049,1.655e5,0.139
322.211,0.049,1.654e5,0.139
322.261,0.049,1.654e5,0.139
322.311,0.049,1.654e5,0.139
322.361,0.049,1.653e5,0.139
322.411,0.049,1.653e5,0.139
322.461,0.049,1.652e5,0.139
322.511,0.049,1.652e5,0.14
322.561,0.049,1.652e5,0.14
322.611,0.049,1.651e5,0.14
322.661,0.049,1.651e5,0.14
322.711,0.049,1.651e5,0.139
322.761,0.049,1.65e5,0.139
322.811,0.049,1.65e5,0.139
322.861,0.049,1.65e5,0.139
322.911,0.049,1.649e5,0.139
322.961,0.049,1.649e5,0.139
323.011,0.049,1.649e5,0.14
323.061,0.049,1.648e5,0.14
323.111,0.049,1.648e5,0.14
323.161,0.049,1.648e5,0.14
323.211,0.049,1.647e5,0.14
323.261,0.049,1.647e5,0.14
323.311,0.049,1.647e5,0.14
323.361,0.049,1.646e5,0.14
323.411,0.049,1.646e5,0.14
323.461,0.049,1.646e5,0.14
323.511,0.049,1.645e5,0.14
323.561,0.049,1.645e5,0.14
323.611,0.049,1.644e5,0.14
323.661,0.049,1.644e5,0.14
323.711,0.049,1.644e5,0.14
323.761,0.049,1.643e5,0.14
323.811,0.049,1.643e5,0.14
323.861,0.049,1.643e5,0.14
323.911,0.049,1.642e5,0.14
323.961,0.049,1.642e5,0.139
324.011,0.049,1.642e5,0.14
324.061,0.049,1.641e5,0.14
324.111,0.049,1.641e5,0.14
324.161,0.049,1.641e5,0.14
324.211,0.049,1.64e5,0.14
324.261,0.049,1.64e5,0.14
324.311,0.049,1.64e5,0.14
324.361,0.049,1.639e5,0.14
324.411,0.049,1.639e5,0.14
324.461,0.049,1.639e5,0.14
324.511,0.049,1.638e5,0.14
324.561,0.049,1.638e5,0.14
324.611,0.049,1.638e5,0.14
324.661,0.049,1.637e5,0.14
324.711,0.049,1.637e5,0.14
324.761,0.049,1.637e5,0.139
324.811,0.049,1.636e5,0.139
324.861,0.049,1.636e5,0.139
324.911,0.049,1.636e5,0.139
324.961,0.049,1.635e5,0.139
325.011,0.049,1.635e5,0.139
325.061,0.049,1.634e5,0.139
325.111,0.049,1.634e5,0.139
325.161,0.049,1.634e5,0.139
325.211,0.049,1.633e5,0.139
325.261,0.049,1.633e5,0.14
325.311,0.049,1.633e5,0.14
325.361,0.049,1.632e5,0.14
325.411,0.049,1.632e5,0.14
325.461,0.049,1.632e5,0.14
325.511,0.049,1.631e5,0.14
325.561,0.049,1.631e5,0.14
325.611,0.049,1.631e5,0.14
325.661,0.049,1.63e5,0.14
325.711,0.049,1.63e5,0.14
325.761,0.049,1.63e5,0.14
325.811,0.049,1.629e5,0.14
325.861,0.049,1.629e5,0.14
325.911,0.049,1.629e5,0.14
325.961,0.049,1.628e5,0.139
326.011,0.049,1.628e5,0.139
326.061,0.049,1.628e5,0.14
326.111,0.049,1.627e5,0.14
326.161,0.049,1.627e5,0.14
326.211,0.049,1.627e5,0.14
326.261,0.049,1.626e5,0.14
326.311,0.049,1.626e5,0.14
326.361,0.049,1.626e5,0.14
326.411,0.049,1.625e5,0.14
326.461,0.049,1.625e5,0.141
326.511,0.049,1.625e5,0.141
326.561,0.049,1.624e5,0.141
326.611,0.049,1.624e5,0.141
326.661,0.049,1.623e5,0.141
326.711,0.049,1.623e5,0.14
326.761,0.049,1.623e5,0.14
326.811,0.049,1.622e5,0.141
326.861,0.049,1.622e5,0.14
326.911,0.049,1.622e5,0.14
326.961,0.049,1.621e5,0.14
327.011,0.049,1.621e5,0.14
327.061,0.049,1.621e5,0.14
327.111,0.049,1.62e5,0.14
327.161,0.049,1.62e5,0.14
327.211,0.049,1.62e5,0.14
327.261,0.049,1.619e5,0.141
327.311,0.049,1.619e5,0.141
327.361,0.049,1.619e5,0.141
327.411,0.049,1.618e5,0.142
327.461,0.049,1.618e5,0.142
327.511,0.049,1.618e5,0.142
327.561,0.049,1.617e5,0.141
327.611,0.049,1.617e5,0.141
327.661,0.049,1.617e5,0.141
327.711,0.049,1.616e5,0.141
327.761,0.049,1.616e5,0.141
327.811,0.049,1.616e5,0.141
327.861,0.049,1.615e5,0.141
327.911,0.049,1.615e5,0.141
327.961,0.049,1.615e5,0.141
328.011,0.049,1.614e5,0.141
328.061,0.049,1.614e5,0.141
328.111,0.049,1.614e5,0.141
328.161,0.049,1.613e5,0.141
328.211,0.049,1.613e5,0.141
328.261,0.049,1.613e5,0.141
328.311,0.049,1.612e5,0.141
328.361,0.049,1.612e5,0.141
328.411,0.049,1.612e5,0.141
328.461,0.049,1.611e5,0.141
328.511,0.049,1.611e5,0.141
328.561,0.049,1.611e5,0.141
328.611,0.049,1.61e5,0.141
328.661,0.049,1.61e5,0.141
328.711,0.049,1.61e5,0.141
328.761,0.049,1.609e5,0.141
328.811,0.049,1.609e5,0.141
328.861,0.049,1.608e5,0.141
328.911,0.049,1.608e5,0.141
328.961,0.049,1.608e5,0.141
329.011,0.049,1.607e5,0.141
329.061,0.049,1.607e5,0.141
329.111,0.049,1.607e5,0.141
329.161,0.049,1.606e5,0.141
329.211,0.049,1.606e5,0.141
329.261,0.049,1.606e5,0.141
329.311,0.049,1.605e5,0.141
329.361,0.049,1.605e5,0.141
329.411,0.049,1.605e5,0.141
329.461,0.049,1.604e5,0.141
329.511,0.049,1.604e5,0.141
329.561,0.049,1.604e5,0.141
329.611,0.049,1.603e5,0.14
329.661,0.049,1.603e5,0.14
329.711,0.049,1.603e5,0.14
329.761,0.049,1.602e5,0.14
329.811,0.049,1.602e5,0.14
329.861,0.049,1.602e5,0.14
329.911,0.049,1.601e5,0.14
329.961,0.049,1.601e5,0.14
330.011,0.049,1.601e5,0.14
330.061,0.049,1.6e5,0.14
330.111,0.049,1.6e5,0.14
330.161,0.049,1.6e5,0.14
330.211,0.049,1.599e5,0.141
330.261,0.049,1.599e5,0.141
330.311,0.049,1.599e5,0.141
330.361,0.049,1.598e5,0.141
330.411,0.049,1.598e5,0.141
330.461,0.049,1.598e5,0.141
330.511,0.049,1.597e5,0.141
330.561,0.049,1.597e5,0.141
330.611,0.049,1.597e5,0.141
330.661,0.049,1.596e5,0.141
330.711,0.049,1.596e5,0.141
330.761,0.049,1.596e5,0.141
330.811,0.049,1.595e5,0.141
330.861,0.049,1.595e5,0.141
330.911,0.049,1.595e5,0.141
330.961,0.049,1.594e5,0.141
331.011,0.049,1.594e5,0.141
331.061,0.049,1.594e5,0.141
331.111,0.049,1.593e5,0.142
331.161,0.049,1.593e5,0.142
331.211,0.049,1.593e5,0.142
331.261,0.049,1.592e5,0.142
331.311,0.049,1.592e5,0.142
331.361,0.049,1.592e5,0.142
331.411,0.049,1.591e5,0.142
331.461,0.049,1.591e5,0.142
331.511,0.049,1.591e5,0.142
331.561,0.049,1.59e5,0.142
331.611,0.049,1.59e5,0.142
331.661,0.049,1.59e5,0.142
331.711,0.049,1.589e5,0.142
331.761,0.049,1.589e5,0.142
331.811,0.049,1.589e5,0.141
331.861,0.049,1.588e5,0.141
331.911,0.049,1.588e5,0.141
331.961,0.049,1.588e5,0.141
332.011,0.049,1.587e5,0.141
332.061,0.049,1.587e5,0.141
332.111,0.049,1.587e5,0.141
332.161,0.049,1.586e5,0.141
332.211,0.049,1.586e5,0.141
332.261,0.049,1.586e5,0.141
332.311,0.049,1.585e5,0.141
332.361,0.049,1.585e5,0.141
332.411,0.049,1.585e5,0.141
332.461,0.049,1.584e5,0.142
332.511,0.049,1.584e5,0.141
332.561,0.049,1.584e5,0.142
332.611,0.049,1.583e5,0.142
332.661,0.049,1.583e5,0.142
332.711,0.049,1.583e5,0.142
332.761,0.049,1.582e5,0.142
332.811,0.049,1.582e5,0.142
332.861,0.049,1.582e5,0.142
332.911,0.049,1.581e5,0.142
332.961,0.049,1.581e5,0.141
333.011,0.049,1.581e5,0.141
333.061,0.049,1.58e5,0.142
333.111,0.049,1.58e5,0.142
333.161,0.049,1.58e5,0.142
333.211,0.049,1.579e5,0.142
333.261,0.049,1.579e5,0.142
333.311,0.049,1.579e5,0.142
333.361,0.049,1.578e5,0.142
333.411,0.049,1.578e5,0.143
333.461,0.049,1.578e5,0.143
333.511,0.049,1.577e5,0.143
333.561,0.049,1.577e5,0.142
333.611,0.049,1.577e5,0.142
333.661,0.049,1.576e5,0.142
333.711,0.049,1.576e5,0.143
333.761,0.049,1.576e5,0.143
333.811,0.049,1.575e5,0.142
333.861,0.049,1.575e5,0.142
333.911,0.049,1.575e5,0.142
333.961,0.049,1.574e5,0.142
334.011,0.049,1.574e5,0.142
334.061,0.049,1.574e5,0.141
334.111,0.049,1.573e5,0.141
334.161,0.049,1.573e5,0.141
334.211,0.049,1.573e5,0.141
334.261,0.049,1.572e5,0.141
334.311,0.049,1.572e5,0.142
334.361,0.049,1.572e5,0.142
334.411,0.049,1.571e5,0.142
334.461,0.049,1.571e5,0.142
334.511,0.049,1.571e5,0.142
334.561,0.049,1.57e5,0.142
334.611,0.049,1.57e5,0.142
334.661,0.049,1.57e5,0.142
334.711,0.049,1.569e5,0.142
334.761,0.049,1.569e5,0.142
334.811,0.049,1.569e5,0.141
334.861,0.049,1.568e5,0.142
334.911,0.049,1.568e5,0.141
334.961,0.049,1.568e5,0.142
335.011,0.049,1.567e5,0.141
335.061,0.049,1.567e5,0.141
335.111,0.049,1.567e5,0.141
335.161,0.049,1.566e5,0.141
335.211,0.049,1.566e5,0.141
335.261,0.049,1.566e5,0.141
335.311,0.049,1.565e5,0.141
335.361,0.049,1.565e5,0.142
335.411,0.049,1.565e5,0.142
335.461,0.049,1.564e5,0.142
335.511,0.049,1.564e5,0.142
