# Simulation 6 (Up to date)
# 3268 data points written for 4 variables.
# Simulation warnings:
#   Listeners modified the flight simulation
#   Body calculations may not be entirely accurate at supersonic speeds.
#   Recovery device deployment at high speed (538 ft/s)
#   Forward end of airframe is open (radius is > 0):  "Transition"
#
# Time (s),Longitudinal moment of inertia (kg·m²),Corrective moment coefficient (),Damping moment coefficient (​)
72.59,0.111,1.286e5,0.177
72.64,0.111,1.288e5,0.18
72.69,0.111,1.291e5,0.181
72.74,0.111,1.293e5,0.182
72.79,0.111,1.296e5,0.182
72.839,0.111,1.298e5,0.181
72.889,0.111,1.301e5,0.181
72.939,0.111,1.303e5,0.183
72.989,0.111,1.306e5,0.185
73.039,0.111,1.308e5,0.186
73.089,0.111,1.311e5,0.186
73.139,0.111,1.313e5,0.185
73.189,0.111,1.316e5,0.185
73.239,0.111,1.318e5,0.187
73.289,0.111,1.321e5,0.189
73.339,0.111,1.323e5,0.19
73.389,0.111,1.326e5,0.19
73.439,0.111,1.328e5,0.19
73.489,0.111,1.331e5,0.189
73.539,0.111,1.333e5,0.191
73.589,0.111,1.336e5,0.193
73.639,0.111,1.338e5,0.194
73.689,0.111,1.341e5,0.195
73.739,0.111,1.343e5,0.194
73.789,0.111,1.346e5,0.193
73.839,0.111,1.349e5,0.195
73.889,0.111,1.351e5,0.197
73.939,0.111,1.354e5,0.198
73.989,0.111,1.356e5,0.199
74.039,0.111,1.359e5,0.198
74.089,0.111,1.362e5,0.197
74.139,0.111,1.364e5,0.199
74.189,0.111,1.367e5,0.201
74.239,0.111,1.37e5,0.202
74.289,0.111,1.372e5,0.203
74.339,0.111,1.375e5,0.202
74.389,0.111,1.377e5,0.201
74.439,0.111,1.38e5,0.203
74.489,0.111,1.383e5,0.205
74.539,0.111,1.385e5,0.206
74.589,0.111,1.388e5,0.207
74.639,0.111,1.391e5,0.206
74.689,0.111,1.393e5,0.206
74.739,0.111,1.396e5,0.208
74.789,0.111,1.399e5,0.21
74.839,0.111,1.402e5,0.211
74.889,0.111,1.404e5,0.21
74.939,0.111,1.407e5,0.209
74.989,0.111,1.41e5,0.211
75.039,0.111,1.412e5,0.213
75.089,0.111,1.415e5,0.214
75.139,0.111,1.418e5,0.215
75.189,0.111,1.421e5,0.214
75.239,0.111,1.424e5,0.214
75.289,0.111,1.427e5,0.216
75.339,0.111,1.43e5,0.218
75.389,0.111,1.433e5,0.219
75.439,0.111,1.436e5,0.219
75.489,0.111,1.439e5,0.218
75.539,0.111,1.442e5,0.219
75.589,0.111,1.445e5,0.221
75.639,0.111,1.448e5,0.223
75.689,0.111,1.451e5,0.223
75.739,0.111,1.454e5,0.223
75.789,0.111,1.457e5,0.222
75.839,0.111,1.46e5,0.225
75.889,0.111,1.463e5,0.227
75.939,0.111,1.466e5,0.228
75.987,0.111,1.469e5,0.227
76.035,0.111,1.472e5,0.226
76.085,0.111,1.475e5,0.228
76.135,0.111,1.479e5,0.23
76.185,0.111,1.482e5,0.232
76.235,0.111,1.485e5,0.231
76.282,0.111,1.488e5,0.231
76.332,0.111,1.491e5,0.231
76.382,0.111,1.494e5,0.234
76.432,0.111,1.497e5,0.236
76.482,0.111,1.5e5,0.236
76.527,0.111,1.503e5,0.235
76.577,0.111,1.506e5,0.235
76.627,0.111,1.509e5,0.238
76.677,0.111,1.513e5,0.239
76.727,0.111,1.516e5,0.24
76.773,0.111,1.519e5,0.239
76.823,0.111,1.522e5,0.239
76.873,0.111,1.525e5,0.242
76.923,0.111,1.528e5,0.243
76.973,0.111,1.531e5,0.243
77.021,0.111,1.535e5,0.242
77.071,0.111,1.538e5,0.243
77.121,0.111,1.541e5,0.245
77.171,0.111,1.544e5,0.247
77.221,0.111,1.547e5,0.247
77.271,0.111,1.551e5,0.246
77.321,0.111,1.554e5,0.247
77.371,0.111,1.557e5,0.249
77.421,0.111,1.561e5,0.251
77.471,0.111,1.564e5,0.251
77.521,0.111,1.567e5,0.25
77.571,0.111,1.57e5,0.251
77.621,0.111,1.574e5,0.254
77.671,0.111,1.577e5,0.255
77.721,0.111,1.581e5,0.255
77.771,0.111,1.584e5,0.254
77.821,0.111,1.588e5,0.256
77.871,0.111,1.592e5,0.258
77.921,0.111,1.595e5,0.259
77.971,0.111,1.599e5,0.258
78.021,0.111,1.602e5,0.258
78.071,0.111,1.606e5,0.26
78.121,0.111,1.61e5,0.262
78.171,0.111,1.613e5,0.263
78.221,0.111,1.617e5,0.262
78.271,0.111,1.621e5,0.263
78.321,0.111,1.624e5,0.265
78.371,0.111,1.628e5,0.266
78.421,0.111,1.632e5,0.267
78.471,0.111,1.635e5,0.266
78.521,0.111,1.639e5,0.267
78.571,0.111,1.643e5,0.269
78.621,0.111,1.646e5,0.271
78.671,0.111,1.65e5,0.271
78.721,0.111,1.654e5,0.27
78.771,0.111,1.658e5,0.272
78.821,0.111,1.661e5,0.274
78.871,0.111,1.665e5,0.275
78.921,0.111,1.669e5,0.274
78.971,0.111,1.673e5,0.275
79.021,0.111,1.676e5,0.277
79.071,0.111,1.68e5,0.278
79.121,0.111,1.684e5,0.278
79.171,0.111,1.688e5,0.278
79.221,0.111,1.691e5,0.28
79.271,0.111,1.695e5,0.282
79.321,0.111,1.699e5,0.282
79.371,0.111,1.703e5,0.282
79.421,0.111,1.707e5,0.283
79.471,0.111,1.71e5,0.285
79.521,0.111,1.714e5,0.286
79.571,0.111,1.718e5,0.286
79.621,0.111,1.722e5,0.286
79.671,0.111,1.726e5,0.288
79.721,0.111,1.73e5,0.289
79.771,0.111,1.733e5,0.29
79.821,0.111,1.737e5,0.289
79.871,0.111,1.741e5,0.291
79.921,0.111,1.745e5,0.293
79.971,0.111,1.749e5,0.294
80.021,0.111,1.753e5,0.293
80.071,0.111,1.758e5,0.294
80.121,0.111,1.762e5,0.296
80.171,0.111,1.766e5,0.297
80.221,0.111,1.77e5,0.297
80.271,0.111,1.774e5,0.298
80.321,0.111,1.779e5,0.3
80.371,0.111,1.783e5,0.301
80.421,0.111,1.787e5,0.302
80.471,0.111,1.791e5,0.301
80.521,0.111,1.796e5,0.303
80.571,0.111,1.8e5,0.305
80.621,0.111,1.804e5,0.305
80.671,0.111,1.809e5,0.305
80.721,0.111,1.813e5,0.307
80.771,0.111,1.817e5,0.308
80.821,0.111,1.822e5,0.309
80.871,0.111,1.826e5,0.309
80.921,0.111,1.83e5,0.31
80.971,0.111,1.835e5,0.312
81.021,0.111,1.839e5,0.313
81.071,0.111,1.843e5,0.313
81.121,0.111,1.848e5,0.314
81.171,0.111,1.852e5,0.316
81.221,0.111,1.856e5,0.317
81.271,0.111,1.861e5,0.317
81.321,0.111,1.865e5,0.317
81.371,0.111,1.87e5,0.319
81.421,0.111,1.874e5,0.321
81.471,0.111,1.878e5,0.321
81.521,0.111,1.883e5,0.321
81.571,0.111,1.887e5,0.323
81.621,0.111,1.892e5,0.325
81.671,0.111,1.896e5,0.325
81.721,0.111,1.901e5,0.325
81.771,0.111,1.905e5,0.327
81.821,0.111,1.909e5,0.328
81.871,0.111,1.914e5,0.329
81.921,0.111,1.918e5,0.328
81.971,0.111,1.923e5,0.331
82.021,0.111,1.927e5,0.333
82.071,0.111,1.932e5,0.332
82.121,0.111,1.936e5,0.332
82.171,0.111,1.941e5,0.335
82.221,0.111,1.946e5,0.336
82.271,0.111,1.951e5,0.336
82.321,0.111,1.956e5,0.336
82.371,0.111,1.961e5,0.338
82.421,0.111,1.965e5,0.34
82.471,0.111,1.97e5,0.34
82.521,0.111,1.975e5,0.34
82.571,0.111,1.98e5,0.342
82.621,0.111,1.985e5,0.344
82.671,0.111,1.99e5,0.344
82.721,0.111,1.995e5,0.344
82.771,0.111,2e5,0.346
82.821,0.111,2.005e5,0.348
82.871,0.111,2.01e5,0.348
82.921,0.111,2.015e5,0.348
82.971,0.111,2.02e5,0.35
83.021,0.111,2.025e5,0.351
83.071,0.111,2.03e5,0.351
83.121,0.111,2.035e5,0.352
83.171,0.111,2.04e5,0.354
83.221,0.111,2.045e5,0.355
83.271,0.111,2.05e5,0.355
83.321,0.111,2.055e5,0.356
83.371,0.111,2.06e5,0.358
83.421,0.111,2.065e5,0.358
83.471,0.111,2.07e5,0.358
83.521,0.111,2.075e5,0.36
83.571,0.111,2.08e5,0.362
83.621,0.111,2.085e5,0.362
83.671,0.111,2.09e5,0.362
83.721,0.111,2.096e5,0.365
83.771,0.111,2.101e5,0.366
83.821,0.111,2.106e5,0.366
83.871,0.111,2.111e5,0.366
83.921,0.111,2.116e5,0.369
83.971,0.111,2.121e5,0.37
84.021,0.111,2.126e5,0.37
84.071,0.111,2.131e5,0.371
84.121,0.111,2.136e5,0.373
84.171,0.111,2.142e5,0.374
84.221,0.111,2.147e5,0.374
84.271,0.111,2.152e5,0.375
84.321,0.111,2.157e5,0.377
84.371,0.111,2.163e5,0.377
84.421,0.111,2.169e5,0.377
84.471,0.111,2.174e5,0.379
84.521,0.111,2.18e5,0.381
84.571,0.111,2.186e5,0.381
84.621,0.111,2.191e5,0.382
84.671,0.111,2.197e5,0.384
84.721,0.111,2.202e5,0.385
84.771,0.111,2.208e5,0.385
84.821,0.111,2.214e5,0.386
84.871,0.111,2.219e5,0.388
84.921,0.111,2.225e5,0.388
84.971,0.111,2.231e5,0.389
85.021,0.111,2.237e5,0.391
85.071,0.111,2.242e5,0.391
85.121,0.111,2.248e5,0.392
85.171,0.111,2.254e5,0.394
85.221,0.111,2.259e5,0.395
85.271,0.111,2.265e5,0.395
85.321,0.111,2.271e5,0.396
85.371,0.111,2.277e5,0.398
85.421,0.111,2.282e5,0.398
85.471,0.111,2.288e5,0.399
85.521,0.111,2.294e5,0.4
85.571,0.111,2.3e5,0.402
85.621,0.111,2.305e5,0.402
85.671,0.111,2.311e5,0.403
85.721,0.111,2.317e5,0.404
85.771,0.111,2.323e5,0.406
85.821,0.111,2.328e5,0.406
85.871,0.111,2.334e5,0.407
85.921,0.111,2.34e5,0.408
85.971,0.111,2.346e5,0.409
86.021,0.111,2.352e5,0.41
86.071,0.111,2.358e5,0.411
86.121,0.111,2.363e5,0.412
86.171,0.111,2.369e5,0.413
86.221,0.111,2.375e5,0.414
86.271,0.111,2.381e5,0.415
86.321,0.111,2.387e5,0.416
86.371,0.111,2.393e5,0.417
86.421,0.111,2.399e5,0.419
86.471,0.111,2.406e5,0.42
86.521,0.111,2.412e5,0.421
86.571,0.111,2.418e5,0.422
86.621,0.111,2.425e5,0.423
86.671,0.111,2.431e5,0.424
86.721,0.111,2.438e5,0.425
86.771,0.111,2.444e5,0.426
86.821,0.111,2.45e5,0.427
86.871,0.111,2.457e5,0.428
86.921,0.111,2.463e5,0.429
86.971,0.111,2.47e5,0.43
87.021,0.111,2.476e5,0.431
87.071,0.111,2.483e5,0.432
87.121,0.111,2.489e5,0.433
87.171,0.111,2.495e5,0.434
87.221,0.111,2.502e5,0.436
87.271,0.111,2.508e5,0.436
87.321,0.111,2.515e5,0.438
87.371,0.111,2.521e5,0.439
87.421,0.111,2.528e5,0.44
87.471,0.111,2.534e5,0.441
87.521,0.111,2.541e5,0.442
87.571,0.111,2.547e5,0.443
87.621,0.111,2.554e5,0.444
87.671,0.111,2.56e5,0.445
87.721,0.111,2.567e5,0.446
87.771,0.111,2.573e5,0.447
87.821,0.111,2.58e5,0.448
87.871,0.111,2.587e5,0.449
87.921,0.111,2.593e5,0.45
87.971,0.111,2.6e5,0.451
88.021,0.111,2.606e5,0.452
88.071,0.111,2.613e5,0.453
88.121,0.111,2.619e5,0.454
88.171,0.111,2.626e5,0.455
88.221,0.111,2.633e5,0.456
88.271,0.111,2.639e5,0.457
88.321,0.111,2.646e5,0.458
88.371,0.111,2.652e5,0.459
88.421,0.111,2.659e5,0.46
88.471,0.111,2.667e5,0.461
88.521,0.111,2.674e5,0.462
88.571,0.111,2.681e5,0.463
88.621,0.111,2.688e5,0.465
88.671,0.111,2.695e5,0.466
88.721,0.111,2.703e5,0.467
88.771,0.111,2.71e5,0.468
88.821,0.111,2.717e5,0.469
88.871,0.111,2.724e5,0.47
88.921,0.111,2.731e5,0.471
88.971,0.111,2.739e5,0.472
89.021,0.111,2.746e5,0.473
89.071,0.111,2.753e5,0.474
89.121,0.111,2.76e5,0.475
89.171,0.111,2.768e5,0.477
89.221,0.111,2.775e5,0.477
89.271,0.111,2.782e5,0.478
89.321,0.111,2.789e5,0.48
89.371,0.111,2.797e5,0.48
89.421,0.111,2.804e5,0.482
89.471,0.111,2.811e5,0.482
89.521,0.111,2.818e5,0.484
89.571,0.111,2.826e5,0.485
89.621,0.111,2.833e5,0.486
89.671,0.111,2.84e5,0.487
89.721,0.111,2.848e5,0.488
89.771,0.111,2.855e5,0.489
89.821,0.111,2.862e5,0.49
89.871,0.111,2.87e5,0.491
89.921,0.111,2.877e5,0.492
89.971,0.111,2.884e5,0.493
90.021,0.111,2.892e5,0.494
90.071,0.111,2.899e5,0.495
90.121,0.111,2.906e5,0.496
90.171,0.111,2.914e5,0.497
90.221,0.111,2.921e5,0.498
90.271,0.111,2.928e5,0.499
90.321,0.111,2.936e5,0.5
90.371,0.111,2.943e5,0.501
90.421,0.111,2.939e5,0.502
90.471,0.111,2.932e5,0.502
90.521,0.111,2.925e5,0.504
90.571,0.111,2.919e5,0.504
90.621,0.111,2.912e5,0.505
90.671,0.111,2.905e5,0.506
90.721,0.111,2.898e5,0.507
90.771,0.111,2.892e5,0.508
90.821,0.111,2.885e5,0.508
90.871,0.111,2.878e5,0.509
90.921,0.111,2.872e5,0.51
90.971,0.111,2.865e5,0.511
91.021,0.111,2.858e5,0.512
91.071,0.111,2.852e5,0.513
91.121,0.111,2.845e5,0.514
91.171,0.111,2.838e5,0.514
91.221,0.111,2.832e5,0.515
91.271,0.111,2.825e5,0.516
91.321,0.111,2.818e5,0.517
91.371,0.111,2.812e5,0.518
91.421,0.111,2.805e5,0.518
91.471,0.111,2.798e5,0.519
91.521,0.111,2.792e5,0.52
91.571,0.111,2.785e5,0.521
91.621,0.111,2.779e5,0.522
91.671,0.111,2.772e5,0.522
91.721,0.111,2.765e5,0.523
91.771,0.111,2.759e5,0.525
91.821,0.111,2.752e5,0.525
91.871,0.111,2.746e5,0.526
91.921,0.111,2.739e5,0.527
91.971,0.111,2.732e5,0.528
92.021,0.111,2.726e5,0.528
92.071,0.111,2.719e5,0.53
92.121,0.111,2.713e5,0.53
92.171,0.111,2.706e5,0.53
92.221,0.111,2.7e5,0.532
92.271,0.111,2.693e5,0.532
92.321,0.111,2.687e5,0.533
92.371,0.111,2.68e5,0.534
92.421,0.111,2.674e5,0.534
92.471,0.111,2.668e5,0.535
92.521,0.111,2.662e5,0.537
92.571,0.111,2.656e5,0.537
92.621,0.111,2.65e5,0.538
92.671,0.111,2.644e5,0.539
92.721,0.111,2.638e5,0.539
92.771,0.111,2.632e5,0.54
92.821,0.111,2.626e5,0.541
92.871,0.111,2.62e5,0.541
92.921,0.111,2.614e5,0.543
92.971,0.111,2.608e5,0.543
93.021,0.111,2.602e5,0.544
93.071,0.111,2.596e5,0.545
93.121,0.111,2.59e5,0.545
93.171,0.111,2.584e5,0.546
93.221,0.111,2.578e5,0.548
93.271,0.111,2.572e5,0.549
93.321,0.111,2.566e5,0.548
93.371,0.111,2.56e5,0.55
93.421,0.111,2.554e5,0.551
93.471,0.111,2.548e5,0.551
93.521,0.111,2.542e5,0.553
93.571,0.111,2.536e5,0.553
93.621,0.111,2.53e5,0.553
93.671,0.111,2.525e5,0.555
93.721,0.111,2.519e5,0.555
93.771,0.111,2.513e5,0.555
93.821,0.111,2.507e5,0.557
93.871,0.111,2.501e5,0.558
93.921,0.111,2.495e5,0.557
93.971,0.111,2.489e5,0.56
94.021,0.111,2.483e5,0.56
94.071,0.111,2.478e5,0.56
94.121,0.111,2.472e5,0.562
94.171,0.111,2.466e5,0.562
94.221,0.111,2.46e5,0.562
94.271,0.111,2.454e5,0.564
94.321,0.111,2.448e5,0.564
94.371,0.111,2.443e5,0.564
94.421,0.111,2.437e5,0.566
94.471,0.111,2.432e5,0.566
94.521,0.111,2.426e5,0.567
94.571,0.111,2.421e5,0.568
94.621,0.111,2.415e5,0.568
94.671,0.111,2.41e5,0.57
94.721,0.111,2.405e5,0.571
94.771,0.111,2.399e5,0.57
94.821,0.111,2.394e5,0.572
94.871,0.111,2.388e5,0.573
94.921,0.111,2.383e5,0.573
94.971,0.111,2.378e5,0.574
95.021,0.111,2.372e5,0.575
95.071,0.111,2.367e5,0.575
95.121,0.111,2.362e5,0.576
95.171,0.111,2.356e5,0.577
95.221,0.111,2.351e5,0.577
95.271,0.111,2.346e5,0.578
95.321,0.111,2.34e5,0.579
95.371,0.111,2.335e5,0.579
95.421,0.111,2.33e5,0.58
95.471,0.111,2.324e5,0.581
95.521,0.111,2.319e5,0.581
95.571,0.111,2.314e5,0.582
95.621,0.111,2.308e5,0.583
95.671,0.111,2.303e5,0.583
95.721,0.111,2.298e5,0.584
95.771,0.111,2.293e5,0.585
95.821,0.111,2.287e5,0.586
95.871,0.111,2.282e5,0.586
95.921,0.111,2.277e5,0.587
95.971,0.111,2.272e5,0.588
96.021,0.111,2.266e5,0.588
96.071,0.111,2.261e5,0.589
96.121,0.111,2.256e5,0.59
96.171,0.111,2.251e5,0.59
96.221,0.111,2.246e5,0.591
96.271,0.111,2.24e5,0.592
96.321,0.111,2.235e5,0.592
96.371,0.111,2.23e5,0.593
96.421,0.111,2.225e5,0.594
96.471,0.111,2.22e5,0.595
96.521,0.111,2.215e5,0.595
96.571,0.111,2.21e5,0.596
96.621,0.111,2.206e5,0.597
96.671,0.111,2.201e5,0.598
96.721,0.111,2.196e5,0.598
96.771,0.111,2.191e5,0.599
96.821,0.111,2.186e5,0.6
96.871,0.111,2.181e5,0.6
96.921,0.111,2.177e5,0.601
96.971,0.111,2.172e5,0.602
97.021,0.111,2.167e5,0.602
97.071,0.111,2.162e5,0.603
97.121,0.111,2.158e5,0.604
97.171,0.111,2.153e5,0.605
97.221,0.111,2.148e5,0.606
97.271,0.111,2.143e5,0.606
97.321,0.111,2.138e5,0.607
97.371,0.111,2.134e5,0.608
97.421,0.111,2.129e5,0.608
97.471,0.111,2.124e5,0.609
97.521,0.111,2.119e5,0.61
97.571,0.111,2.115e5,0.61
97.621,0.111,2.11e5,0.611
97.671,0.111,2.105e5,0.612
97.721,0.111,2.101e5,0.612
97.771,0.111,2.096e5,0.613
97.821,0.111,2.091e5,0.614
97.871,0.111,2.086e5,0.614
97.921,0.111,2.082e5,0.615
97.971,0.111,2.077e5,0.615
98.021,0.111,2.072e5,0.616
98.071,0.111,2.068e5,0.617
98.121,0.111,2.063e5,0.617
98.171,0.111,2.058e5,0.618
98.221,0.111,2.054e5,0.619
98.271,0.111,2.049e5,0.619
98.321,0.111,2.045e5,0.62
98.371,0.111,2.04e5,0.62
98.421,0.111,2.035e5,0.621
98.471,0.111,2.031e5,0.622
98.521,0.111,2.027e5,0.622
98.571,0.111,2.022e5,0.623
98.621,0.111,2.018e5,0.624
98.671,0.111,2.014e5,0.624
98.721,0.111,2.009e5,0.625
98.771,0.111,2.005e5,0.626
98.821,0.111,2.001e5,0.626
98.871,0.111,1.997e5,0.627
98.921,0.111,1.992e5,0.628
98.971,0.111,1.988e5,0.629
99.021,0.111,1.984e5,0.63
99.071,0.111,1.979e5,0.63
99.121,0.111,1.975e5,0.631
99.171,0.111,1.971e5,0.632
99.221,0.111,1.967e5,0.632
99.271,0.111,1.962e5,0.633
99.321,0.111,1.958e5,0.634
99.371,0.111,1.954e5,0.634
99.421,0.111,1.95e5,0.635
99.471,0.111,1.945e5,0.636
99.521,0.111,1.941e5,0.635
99.571,0.111,1.937e5,0.637
99.621,0.111,1.933e5,0.637
99.671,0.111,1.929e5,0.637
99.721,0.111,1.924e5,0.638
99.771,0.111,1.92e5,0.639
99.821,0.111,1.916e5,0.639
99.871,0.111,1.912e5,0.64
99.921,0.111,1.908e5,0.64
99.971,0.111,1.903e5,0.641
100.021,0.111,1.899e5,0.641
100.071,0.111,1.895e5,0.642
100.121,0.111,1.891e5,0.643
100.171,0.111,1.887e5,0.643
100.221,0.111,1.883e5,0.644
100.271,0.111,1.879e5,0.645
100.321,0.111,1.875e5,0.645
100.371,0.111,1.87e5,0.646
100.421,0.111,1.866e5,0.647
100.471,0.111,1.862e5,0.647
100.521,0.111,1.858e5,0.649
100.571,0.111,1.854e5,0.649
100.621,0.111,1.851e5,0.649
100.671,0.111,1.847e5,0.65
100.721,0.111,1.843e5,0.65
100.771,0.111,1.839e5,0.651
100.821,0.111,1.835e5,0.652
100.871,0.111,1.831e5,0.652
100.921,0.111,1.828e5,0.653
100.971,0.111,1.824e5,0.654
101.021,0.111,1.82e5,0.654
101.071,0.111,1.816e5,0.655
101.121,0.111,1.812e5,0.656
101.171,0.111,1.809e5,0.655
101.221,0.111,1.805e5,0.657
101.271,0.111,1.801e5,0.657
101.321,0.111,1.797e5,0.657
101.371,0.111,1.793e5,0.659
101.421,0.111,1.79e5,0.659
101.471,0.111,1.786e5,0.659
101.521,0.111,1.782e5,0.66
101.571,0.111,1.778e5,0.66
101.621,0.111,1.775e5,0.661
101.671,0.111,1.771e5,0.662
101.721,0.111,1.767e5,0.662
101.771,0.111,1.763e5,0.663
101.821,0.111,1.76e5,0.664
101.871,0.111,1.756e5,0.664
101.921,0.111,1.752e5,0.665
101.971,0.111,1.749e5,0.666
102.021,0.111,1.745e5,0.665
102.071,0.111,1.741e5,0.667
102.121,0.111,1.737e5,0.668
102.171,0.111,1.734e5,0.667
102.221,0.111,1.73e5,0.669
102.271,0.111,1.726e5,0.67
102.321,0.111,1.723e5,0.669
102.371,0.111,1.719e5,0.67
102.421,0.111,1.715e5,0.671
102.471,0.111,1.712e5,0.67
102.521,0.111,1.708e5,0.672
102.571,0.111,1.704e5,0.672
102.621,0.111,1.701e5,0.672
102.671,0.111,1.698e5,0.674
102.721,0.111,1.694e5,0.673
102.771,0.111,1.691e5,0.675
102.821,0.111,1.687e5,0.675
102.871,0.111,1.684e5,0.675
102.921,0.111,1.681e5,0.677
102.971,0.111,1.677e5,0.677
103.021,0.111,1.674e5,0.677
103.071,0.111,1.67e5,0.679
103.121,0.111,1.667e5,0.678
103.171,0.111,1.664e5,0.679
103.221,0.111,1.66e5,0.68
103.271,0.111,1.657e5,0.679
103.321,0.111,1.653e5,0.681
103.371,0.111,1.65e5,0.681
103.421,0.111,1.647e5,0.681
103.471,0.111,1.643e5,0.683
103.521,0.111,1.64e5,0.683
103.571,0.111,1.637e5,0.683
103.621,0.111,1.633e5,0.685
103.671,0.111,1.63e5,0.684
103.721,0.111,1.627e5,0.685
103.771,0.111,1.623e5,0.687
103.821,0.111,1.62e5,0.686
103.871,0.111,1.617e5,0.687
103.921,0.111,1.613e5,0.688
103.971,0.111,1.61e5,0.687
104.021,0.111,1.607e5,0.688
104.071,0.111,1.604e5,0.689
104.121,0.111,1.6e5,0.688
104.171,0.111,1.597e5,0.69
104.221,0.111,1.594e5,0.69
104.271,0.111,1.59e5,0.69
104.321,0.111,1.587e5,0.691
104.371,0.111,1.584e5,0.691
104.421,0.111,1.581e5,0.691
104.471,0.111,1.577e5,0.692
104.521,0.111,1.574e5,0.692
104.571,0.111,1.571e5,0.693
104.621,0.111,1.568e5,0.694
104.671,0.111,1.564e5,0.694
104.721,0.111,1.561e5,0.694
104.771,0.111,1.558e5,0.695
104.821,0.111,1.555e5,0.695
104.871,0.111,1.552e5,0.696
104.921,0.111,1.549e5,0.696
104.971,0.111,1.546e5,0.697
105.021,0.111,1.543e5,0.698
105.071,0.111,1.54e5,0.698
105.121,0.111,1.537e5,0.699
105.171,0.111,1.534e5,0.699
105.221,0.111,1.531e5,0.7
105.271,0.111,1.528e5,0.7
105.321,0.111,1.525e5,0.701
105.371,0.111,1.522e5,0.701
105.421,0.111,1.519e5,0.702
105.471,0.111,1.516e5,0.703
105.521,0.111,1.513e5,0.703
105.571,0.111,1.51e5,0.704
105.621,0.111,1.507e5,0.704
105.671,0.111,1.504e5,0.705
105.721,0.111,1.501e5,0.705
105.771,0.111,1.498e5,0.705
105.821,0.111,1.495e5,0.706
105.871,0.111,1.492e5,0.707
105.921,0.111,1.489e5,0.707
105.971,0.111,1.486e5,0.708
106.021,0.111,1.483e5,0.708
106.071,0.111,1.481e5,0.708
106.121,0.111,1.478e5,0.709
106.171,0.111,1.475e5,0.71
106.221,0.111,1.472e5,0.71
106.271,0.111,1.469e5,0.71
106.321,0.111,1.466e5,0.711
106.371,0.111,1.463e5,0.711
106.421,0.111,1.46e5,0.712
106.471,0.111,1.457e5,0.712
106.521,0.111,1.454e5,0.713
106.571,0.111,1.451e5,0.713
106.621,0.111,1.449e5,0.713
106.671,0.111,1.446e5,0.714
106.721,0.111,1.443e5,0.714
106.771,0.111,1.44e5,0.715
106.821,0.111,1.437e5,0.716
106.871,0.111,1.434e5,0.716
106.921,0.111,1.432e5,0.717
106.971,0.111,1.429e5,0.717
107.021,0.111,1.426e5,0.717
107.071,0.111,1.423e5,0.718
107.121,0.111,1.421e5,0.718
107.171,0.111,1.418e5,0.719
107.221,0.111,1.415e5,0.719
107.271,0.111,1.413e5,0.72
107.321,0.111,1.41e5,0.72
107.371,0.111,1.407e5,0.721
107.421,0.111,1.405e5,0.721
107.471,0.111,1.402e5,0.722
107.521,0.111,1.399e5,0.722
107.571,0.111,1.397e5,0.723
107.621,0.111,1.394e5,0.723
107.671,0.111,1.391e5,0.724
107.721,0.111,1.389e5,0.724
107.771,0.111,1.386e5,0.725
107.821,0.111,1.384e5,0.725
107.871,0.111,1.381e5,0.726
107.921,0.111,1.378e5,0.726
107.971,0.111,1.376e5,0.727
108.021,0.111,1.373e5,0.727
108.071,0.111,1.37e5,0.728
108.121,0.111,1.368e5,0.728
108.171,0.111,1.365e5,0.728
108.221,0.111,1.363e5,0.729
108.271,0.111,1.36e5,0.729
108.321,0.111,1.357e5,0.73
108.371,0.111,1.355e5,0.731
108.421,0.111,1.352e5,0.731
108.471,0.111,1.35e5,0.732
108.521,0.111,1.347e5,0.731
108.571,0.111,1.345e5,0.733
108.621,0.111,1.342e5,0.733
108.671,0.111,1.339e5,0.733
108.721,0.111,1.337e5,0.735
108.771,0.111,1.334e5,0.734
108.821,0.111,1.332e5,0.735
108.871,0.111,1.329e5,0.736
108.921,0.111,1.327e5,0.735
108.971,0.111,1.324e5,0.737
109.021,0.111,1.322e5,0.737
109.071,0.111,1.319e5,0.737
109.121,0.111,1.317e5,0.738
109.171,0.111,1.314e5,0.737
109.221,0.111,1.312e5,0.738
109.271,0.111,1.309e5,0.739
109.321,0.111,1.307e5,0.739
109.371,0.111,1.305e5,0.74
109.421,0.111,1.302e5,0.739
109.471,0.111,1.3e5,0.741
109.521,0.111,1.297e5,0.741
109.571,0.111,1.295e5,0.741
109.621,0.111,1.293e5,0.742
109.671,0.111,1.29e5,0.742
109.721,0.111,1.288e5,0.742
109.771,0.111,1.286e5,0.744
109.821,0.111,1.283e5,0.744
109.871,0.111,1.281e5,0.744
109.921,0.111,1.279e5,0.745
109.971,0.111,1.276e5,0.745
110.021,0.111,1.274e5,0.746
110.071,0.111,1.272e5,0.746
110.121,0.111,1.269e5,0.746
110.171,0.111,1.267e5,0.747
110.221,0.111,1.265e5,0.747
110.271,0.111,1.262e5,0.748
110.321,0.111,1.26e5,0.749
110.371,0.111,1.258e5,0.748
110.421,0.111,1.255e5,0.75
110.471,0.111,1.253e5,0.75
110.521,0.111,1.251e5,0.749
110.571,0.111,1.248e5,0.751
110.621,0.111,1.246e5,0.751
110.671,0.111,1.244e5,0.751
110.721,0.111,1.242e5,0.753
110.771,0.111,1.239e5,0.752
110.821,0.111,1.237e5,0.753
110.871,0.111,1.235e5,0.753
